nickname,player_details,final_score,show_info,full_name,occupation,hometown,archive_info,date,city,state,answer_number,dt_indx,favorite_count,retweet_count,text,game_info_flg,year,month,value,games_played,gross_winnings,job,state_id
Ryan,"Ryan Bilger, a student from Macungie, Pennsylvania",34650,"J! Archive - Show #8029, aired 2019-07-04",Ryan Bilger,a student,"Macungie, Pennsylvania",J! Archive - Show #8029,2019-07-04,Macungie,Pennsylvania,answer1,3,12.0,0.0,"7/4/19:
""I fired a cannon at Antietam, before misfiring twice.""
""When I told my four-year-old I was going on @Jeopardy!, she told me I might lose.""
""My first date with my wife was watching The Exorcist.""
#Jeopardy #Happy4th https://t.co/IV8X4zG7GV",True,2019.0,7.0,"""I fired a cannon at Antietam, before misfiring twice.""",5,127149,student,PA
Charlie,"Charlie Jorgenson, a librarian from Loveland, Colorado (whose 1-day cash winnings total $32,800)",5400,"J! Archive - Show #8028, aired 2019-07-03",Charlie Jorgenson,a librarian,"Loveland, Colorado",J! Archive - Show #8028,2019-07-03,Loveland,Colorado,answer3,1,15.0,2.0,"7/3/19:
""I moved to West Virginia because there's no traffic &amp; to open a theatre.""
""I go on trips with my friend who is also a man.""
""I'm writing a musical about the dairy baron of Illinois.""
#Jeopardy https://t.co/FaPL477qDc",True,2019.0,7.0,"""I'm writing a musical about the dairy baron of Illinois.""",3,63001,librarian,CO
Dan,"Dan Levy, a higher education administrator from Hartford, Connecticut",0,"J! Archive - Show #8028, aired 2019-07-03",Dan Levy,a higher education administrator,"Hartford, Connecticut",J! Archive - Show #8028,2019-07-03,Hartford,Connecticut,answer2,2,15.0,2.0,"7/3/19:
""I moved to West Virginia because there's no traffic &amp; to open a theatre.""
""I go on trips with my friend who is also a man.""
""I'm writing a musical about the dairy baron of Illinois.""
#Jeopardy https://t.co/FaPL477qDc",True,2019.0,7.0,"""I go on trips with my friend who is also a man.""",1,0,higher education administrator,CT
Cathy,"Cathy Deobler, a retired teacher from Belle, West Virginia",21000,"J! Archive - Show #8028, aired 2019-07-03",Cathy Deobler,a retired teacher,"Belle, West Virginia",J! Archive - Show #8028,2019-07-03,Belle,West Virginia,answer1,3,15.0,2.0,"7/3/19:
""I moved to West Virginia because there's no traffic &amp; to open a theatre.""
""I go on trips with my friend who is also a man.""
""I'm writing a musical about the dairy baron of Illinois.""
#Jeopardy https://t.co/FaPL477qDc",True,2019.0,7.0,"""I moved to West Virginia because there's no traffic &amp; to open a theatre.""",1,21000,retired teacher,WV
Josh,"Josh Levit, a union organizer from Brighton, Massachusetts (whose 1-day cash winnings total $8,199)",8799,"J! Archive - Show #8027, aired 2019-07-02",Josh Levit,a union organizer,"Brighton, Massachusetts",J! Archive - Show #8027,2019-07-02,Brighton,Massachusetts,answer3,1,18.0,1.0,"7/2/19:
""I read presidential biographies in order, every year.""
""I became a fan of pro wrestling after watching with my forlorn roommate.""
""I tried to eat 10 pounds of hot dogs, hamburgers, chili cheese, and bacon.""
#Jeopardy https://t.co/988giUQpY9",True,2019.0,7.0,"""I tried to eat 10 pounds of hot dogs, hamburgers, chili cheese, and bacon.""",2,16998,union organizer,MA
Allison,"Allison Lyttle, a music librarian from Harrisonburg, Virginia",4000,"J! Archive - Show #8027, aired 2019-07-02",Allison Lyttle,a music librarian,"Harrisonburg, Virginia",J! Archive - Show #8027,2019-07-02,Harrisonburg,Virginia,answer2,2,18.0,1.0,"7/2/19:
""I read presidential biographies in order, every year.""
""I became a fan of pro wrestling after watching with my forlorn roommate.""
""I tried to eat 10 pounds of hot dogs, hamburgers, chili cheese, and bacon.""
#Jeopardy https://t.co/988giUQpY9",True,2019.0,7.0,"""I became a fan of pro wrestling after watching with my forlorn roommate.""",1,4000,music librarian,VA
Charlie,"Charlie Jorgenson, a librarian from Loveland, Colorado",32800,"J! Archive - Show #8027, aired 2019-07-02",Charlie Jorgenson,a librarian,"Loveland, Colorado",J! Archive - Show #8027,2019-07-02,Loveland,Colorado,answer1,3,18.0,1.0,"7/2/19:
""I read presidential biographies in order, every year.""
""I became a fan of pro wrestling after watching with my forlorn roommate.""
""I tried to eat 10 pounds of hot dogs, hamburgers, chili cheese, and bacon.""
#Jeopardy https://t.co/988giUQpY9",True,2019.0,7.0,"""I read presidential biographies in order, every year.""",3,63001,librarian,CO
E.J.,"E.J. Wolborsky, a freelance project manager from Brooklyn, New York (whose 3-day cash winnings total $66,700)",0,"J! Archive - Show #8026, aired 2019-07-01",E.J. Wolborsky,a freelance project manager,"Brooklyn, New York",J! Archive - Show #8026,2019-07-01,Brooklyn,New York,answer3,1,8.0,0.0,"7/1/19:
""I wrote an academic book about music at a Parisian convent school.""
""I'm a @TerrierHockey season ticket holder.""
""I have 2 rescue dogs named Bootsy &amp; Clyde.""
#Jeopardy https://t.co/a5bVLRKsgD",True,2019.0,7.0,"""I have 2 rescue dogs named Bootsy &amp; Clyde.""",2,28800,freelance project manager,NY
Josh,"Josh Levit, a union organizer from Brighton, Massachusetts",8199,"J! Archive - Show #8026, aired 2019-07-01",Josh Levit,a union organizer,"Brighton, Massachusetts",J! Archive - Show #8026,2019-07-01,Brighton,Massachusetts,answer2,2,8.0,0.0,"7/1/19:
""I wrote an academic book about music at a Parisian convent school.""
""I'm a @TerrierHockey season ticket holder.""
""I have 2 rescue dogs named Bootsy &amp; Clyde.""
#Jeopardy https://t.co/a5bVLRKsgD",True,2019.0,7.0,"""I'm a @TerrierHockey season ticket holder.""",2,16998,union organizer,MA
Debbie,"Debbie Kauffman, a university professor from Greeley, Colorado",0,"J! Archive - Show #8026, aired 2019-07-01",Debbie Kauffman,a university professor,"Greeley, Colorado",J! Archive - Show #8026,2019-07-01,Greeley,Colorado,answer1,3,8.0,0.0,"7/1/19:
""I wrote an academic book about music at a Parisian convent school.""
""I'm a @TerrierHockey season ticket holder.""
""I have 2 rescue dogs named Bootsy &amp; Clyde.""
#Jeopardy https://t.co/a5bVLRKsgD",True,2019.0,7.0,"""I wrote an academic book about music at a Parisian convent school.""",1,0,university professor,CO
Avi,"Avi Gupta, a senior from Portland, Oregon (subtotal of $24,200)",26600,"J! Archive - Show #8025, aired 2019-06-28",Avi Gupta,a senior,"Portland, Oregon",J! Archive - Show #8025,2019-06-28,Portland,Oregon,answer3,1,21.0,3.0,"6/28/19:
""I got my knowledge because I like to read.""
""Thanks to my family &amp; especially my grandma.""
""Facts are the building blocks of all opinions &amp; it is important to know them.""
#Jeopardy https://t.co/BC8pgcbChT",True,2019.0,6.0,"""Facts are the building blocks of all opinions &amp; it is important to know them.""",4,115599,senior,OR
Lucas,"Lucas Miner, a junior from Miami, Florida (subtotal of $14,800)",9200,"J! Archive - Show #8025, aired 2019-06-28",Lucas Miner,a junior,"Miami, Florida",J! Archive - Show #8025,2019-06-28,Miami,Florida,answer2,2,21.0,3.0,"6/28/19:
""I got my knowledge because I like to read.""
""Thanks to my family &amp; especially my grandma.""
""Facts are the building blocks of all opinions &amp; it is important to know them.""
#Jeopardy https://t.co/BC8pgcbChT",True,2019.0,6.0,"""Thanks to my family &amp; especially my grandma.""",4,66601,junior,FL
Ryan,"Ryan Presler, an eighth grader from Sioux Falls, South Dakota (subtotal of $15,999)",26402,"J! Archive - Show #8025, aired 2019-06-28",Ryan Presler,an eighth grader,"Sioux Falls, South Dakota",J! Archive - Show #8025,2019-06-28,Sioux Falls,South Dakota,answer1,3,21.0,3.0,"6/28/19:
""I got my knowledge because I like to read.""
""Thanks to my family &amp; especially my grandma.""
""Facts are the building blocks of all opinions &amp; it is important to know them.""
#Jeopardy https://t.co/BC8pgcbChT",True,2019.0,6.0,"""I got my knowledge because I like to read.""",4,63301,eighth grader,SD
Avi,"Avi Gupta, a senior from Portland, Oregon",24200,"J! Archive - Show #8024, aired 2019-06-27",Avi Gupta,a senior,"Portland, Oregon",J! Archive - Show #8024,2019-06-27,Portland,Oregon,answer3,1,4.0,0.0,"6/27/19:
""I was in the @ScrippsBee but wasn't interested until 5th grade.""
""I took a mandatory trip to the Everglades &amp; was spooked by an alligator.""
""We talked about the tiebreaker rules before yesterday's games.""
#Jeopardy https://t.co/iHj0CaSjZz",True,2019.0,6.0,"""We talked about the tiebreaker rules before yesterday's games.""",4,115599,senior,OR
Lucas,"Lucas Miner, a junior from Miami, Florida",14800,"J! Archive - Show #8024, aired 2019-06-27",Lucas Miner,a junior,"Miami, Florida",J! Archive - Show #8024,2019-06-27,Miami,Florida,answer2,2,4.0,0.0,"6/27/19:
""I was in the @ScrippsBee but wasn't interested until 5th grade.""
""I took a mandatory trip to the Everglades &amp; was spooked by an alligator.""
""We talked about the tiebreaker rules before yesterday's games.""
#Jeopardy https://t.co/iHj0CaSjZz",True,2019.0,6.0,"""I took a mandatory trip to the Everglades &amp; was spooked by an alligator.""",4,66601,junior,FL
Ryan,"Ryan Presler, an eighth grader from Sioux Falls, South Dakota",15999,"J! Archive - Show #8024, aired 2019-06-27",Ryan Presler,an eighth grader,"Sioux Falls, South Dakota",J! Archive - Show #8024,2019-06-27,Sioux Falls,South Dakota,answer1,3,4.0,0.0,"6/27/19:
""I was in the @ScrippsBee but wasn't interested until 5th grade.""
""I took a mandatory trip to the Everglades &amp; was spooked by an alligator.""
""We talked about the tiebreaker rules before yesterday's games.""
#Jeopardy https://t.co/iHj0CaSjZz",True,2019.0,6.0,"""I was in the @ScrippsBee but wasn't interested until 5th grade.""",4,63301,eighth grader,SD
Avi,"Avi Gupta, a senior from Portland, Oregon",39200,"J! Archive - Show #8023, aired 2019-06-26",Avi Gupta,a senior,"Portland, Oregon",J! Archive - Show #8023,2019-06-26,Portland,Oregon,answer3,1,5.0,0.0,"6/26/19:
""I'm on staff for my school's insanely-large yearbook.""
""I took part in a living wax museum.""
""My robotics team designed a way for ebola workers to take off their suit.""
#Jeopardy https://t.co/FU5aheGIh7",True,2019.0,6.0,"""My robotics team designed a way for ebola workers to take off their suit.""",4,115599,senior,OR
Teagan,"Teagan O'Sullivan, a freshman from Charlotte, North Carolina",27999,"J! Archive - Show #8023, aired 2019-06-26",Teagan O'Sullivan,a freshman,"Charlotte, North Carolina",J! Archive - Show #8023,2019-06-26,Charlotte,North Carolina,answer2,2,5.0,0.0,"6/26/19:
""I'm on staff for my school's insanely-large yearbook.""
""I took part in a living wax museum.""
""My robotics team designed a way for ebola workers to take off their suit.""
#Jeopardy https://t.co/FU5aheGIh7",True,2019.0,6.0,"""I took part in a living wax museum.""",2,53200,freshman,NC
Jackson,"Jackson Jones, a junior from Louisville, Kentucky",39200,"J! Archive - Show #8023, aired 2019-06-26",Jackson Jones,a junior,"Louisville, Kentucky",J! Archive - Show #8023,2019-06-26,Louisville,Kentucky,answer1,3,5.0,0.0,"6/26/19:
""I'm on staff for my school's insanely-large yearbook.""
""I took part in a living wax museum.""
""My robotics team designed a way for ebola workers to take off their suit.""
#Jeopardy https://t.co/FU5aheGIh7",True,2019.0,6.0,"""I'm on staff for my school's insanely-large yearbook.""",2,60800,junior,KY
Shriya,"Shriya Yarlagadda, a sophomore from Grand Blanc, Michigan",0,"J! Archive - Show #8022, aired 2019-06-25",Shriya Yarlagadda,a sophomore,"Grand Blanc, Michigan",J! Archive - Show #8022,2019-06-25,Grand Blanc,Michigan,answer3,1,3.0,0.0,"6/25/19:
“We’re big fans of Chuck Norris in my house - minus my mom.”
“I enjoy creating art in many forms.”
“I direct a nonprofit foundation to spread geographic awareness.”
#Jeopardy https://t.co/pBIWix9x6D",True,2019.0,6.0,“I direct a nonprofit foundation to spread geographic awareness.”,2,23000,sophomore,MI
Eesha,"Eesha Sohail, a senior from Bakersfield, California",0,"J! Archive - Show #8022, aired 2019-06-25",Eesha Sohail,a senior,"Bakersfield, California",J! Archive - Show #8022,2019-06-25,Bakersfield,California,answer2,2,3.0,0.0,"6/25/19:
“We’re big fans of Chuck Norris in my house - minus my mom.”
“I enjoy creating art in many forms.”
“I direct a nonprofit foundation to spread geographic awareness.”
#Jeopardy https://t.co/pBIWix9x6D",True,2019.0,6.0,“I enjoy creating art in many forms.”,2,19787,senior,CA
Ryan,"Ryan Presler, an eighth grader from Sioux Falls, South Dakota",1599,"J! Archive - Show #8022, aired 2019-06-25",Ryan Presler,an eighth grader,"Sioux Falls, South Dakota",J! Archive - Show #8022,2019-06-25,Sioux Falls,South Dakota,answer1,3,3.0,0.0,"6/25/19:
“We’re big fans of Chuck Norris in my house - minus my mom.”
“I enjoy creating art in many forms.”
“I direct a nonprofit foundation to spread geographic awareness.”
#Jeopardy https://t.co/pBIWix9x6D",True,2019.0,6.0,“We’re big fans of Chuck Norris in my house - minus my mom.”,4,63301,eighth grader,SD
Justin,"Justin Bolsen, a freshman from Canton, Georgia",0,"J! Archive - Show #8021, aired 2019-06-24",Justin Bolsen,a freshman,"Canton, Georgia",J! Archive - Show #8021,2019-06-24,Canton,Georgia,answer3,1,8.0,1.0,"6/24/19:
""I study Norwegian because I want to re-visit Norway properly.""
""I got kicked out of history class because I discussed an immoral, inappropriate ruler.""
""I want to become an Olympic swimmer.""
#Jeopardy https://t.co/6c1q3Z3tfZ",True,2019.0,6.0,"""I want to become an Olympic swimmer.""",2,25342,freshman,GA
Lucas,"Lucas Miner, a junior from Miami, Florida",21601,"J! Archive - Show #8021, aired 2019-06-24",Lucas Miner,a junior,"Miami, Florida",J! Archive - Show #8021,2019-06-24,Miami,Florida,answer2,2,8.0,1.0,"6/24/19:
""I study Norwegian because I want to re-visit Norway properly.""
""I got kicked out of history class because I discussed an immoral, inappropriate ruler.""
""I want to become an Olympic swimmer.""
#Jeopardy https://t.co/6c1q3Z3tfZ",True,2019.0,6.0,"""I got kicked out of history class because I discussed an immoral, inappropriate ruler.""",4,66601,junior,FL
Hannah,"Hannah Nekritz, a senior from Stamford, Connecticut",100,"J! Archive - Show #8021, aired 2019-06-24",Hannah Nekritz,a senior,"Stamford, Connecticut",J! Archive - Show #8021,2019-06-24,Stamford,Connecticut,answer1,3,8.0,1.0,"6/24/19:
""I study Norwegian because I want to re-visit Norway properly.""
""I got kicked out of history class because I discussed an immoral, inappropriate ruler.""
""I want to become an Olympic swimmer.""
#Jeopardy https://t.co/6c1q3Z3tfZ",True,2019.0,6.0,"""I study Norwegian because I want to re-visit Norway properly.""",2,18300,senior,CT
Avi,"Avi Gupta, a senior from Portland, Oregon",25599,"J! Archive - Show #8020, aired 2019-06-21",Avi Gupta,a senior,"Portland, Oregon",J! Archive - Show #8020,2019-06-21,Portland,Oregon,answer3,1,4.0,0.0,"6/21/19:
“I was the runner-up of the @NatGeo Bee.”
“I’ve donated my hair multiple times.”
“I founded a project which helps with dental needs for youth.”
#Jeopardy https://t.co/OKsTJdkiRs",True,2019.0,6.0,“I founded a project which helps with dental needs for youth.”,4,115599,senior,OR
Hannah,"Hannah Nekritz, a senior from Stamford, Connecticut",18200,"J! Archive - Show #8020, aired 2019-06-21",Hannah Nekritz,a senior,"Stamford, Connecticut",J! Archive - Show #8020,2019-06-21,Stamford,Connecticut,answer2,2,4.0,0.0,"6/21/19:
“I was the runner-up of the @NatGeo Bee.”
“I’ve donated my hair multiple times.”
“I founded a project which helps with dental needs for youth.”
#Jeopardy https://t.co/OKsTJdkiRs",True,2019.0,6.0,“I’ve donated my hair multiple times.”,2,18300,senior,CT
Shriya,"Shriya Yarlagadda, a sophomore from Grand Blanc, Michigan",23000,"J! Archive - Show #8020, aired 2019-06-21",Shriya Yarlagadda,a sophomore,"Grand Blanc, Michigan",J! Archive - Show #8020,2019-06-21,Grand Blanc,Michigan,answer1,3,4.0,0.0,"6/21/19:
“I was the runner-up of the @NatGeo Bee.”
“I’ve donated my hair multiple times.”
“I founded a project which helps with dental needs for youth.”
#Jeopardy https://t.co/OKsTJdkiRs",True,2019.0,6.0,“I was the runner-up of the @NatGeo Bee.”,2,23000,sophomore,MI
Jackson,"Jackson Jones, a junior from Louisville, Kentucky",21600,"J! Archive - Show #8019, aired 2019-06-20",Jackson Jones,a junior,"Louisville, Kentucky",J! Archive - Show #8019,2019-06-20,Louisville,Kentucky,answer3,1,3.0,1.0,"6/20/19:
""I am a PADI Master scuba diver.""
""I interned with the @USNavy modeling motion in space.""
""I'm a big fan of @KentuckyMBB.""
#Jeopardy #TeenTournament https://t.co/j04jseaTkE",True,2019.0,6.0,"""I'm a big fan of @KentuckyMBB.""",2,60800,junior,KY
Sreekar,"Sreekar Madabushi, a junior from Basking Ridge, New Jersey",18000,"J! Archive - Show #8019, aired 2019-06-20",Sreekar Madabushi,a junior,"Basking Ridge, New Jersey",J! Archive - Show #8019,2019-06-20,Basking Ridge,New Jersey,answer2,2,3.0,1.0,"6/20/19:
""I am a PADI Master scuba diver.""
""I interned with the @USNavy modeling motion in space.""
""I'm a big fan of @KentuckyMBB.""
#Jeopardy #TeenTournament https://t.co/j04jseaTkE",True,2019.0,6.0,"""I interned with the @USNavy modeling motion in space.""",1,18000,junior,NJ
